class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
face,0.5975400,0.3138865,-1.2672529,0.9993975,0.6238518,0.2341243,-1.1742537,0.9994665,0.6435049,0.2369784,-1.1740643,0.9994948,0.6639398,0.2410080,-1.1737196,0.9994560,0.5606083,0.2309862,-1.1855543,0.9994082,0.5320317,0.2320292,-1.1847264,0.9993826,0.5033100,0.2351003,-1.1850264,0.9993155,0.7025449,0.2883236,-0.6124381,0.9996030,0.4698573,0.2821564,-0.6359054,0.9993133,0.6351230,0.4066892,-1.0581613,0.9990499,0.5619994,0.4044541,-1.0662388,0.9988439,0.8414043,0.7036220,-0.3740025,0.9869965,0.3253690,0.7034190,-0.3185344,0.9772180,1.1954712,0.8464435,-1.1548396,0.6698261,0.2018319,1.1462512,-0.3202786,0.4564673,0.7990082,0.5357362,-1.7419598,0.7509013,0.2420701,1.6563195,-0.7566229,0.4583850,0.7183870,0.5078055,-1.9178116,0.7159810,0.2306772,1.8212677,-0.8508433,0.4694962,0.6945052,0.4943061,-1.6718762,0.7336975,0.2685185,1.8172528,-0.9476441,0.5419558,0.7094221,0.5207307,-1.6734264,0.7251403,0.2800769,1.7674940,-0.8043541,0.5302387,0.7377149,1.6738608,-0.1269187,0.0034132,0.3899708,1.6500543,0.1319228,0.0020251,0.7046663,2.4972894,-0.0394937,0.0025631,0.3835151,2.4723334,0.1971934,0.0012113,0.6941065,3.1947129,0.7468512,0.0001465,0.3800617,3.1769114,0.6993243,0.0000351,0.7042434,3.2968202,0.7819150,0.0001054,0.3706772,3.2778044,0.7316010,0.0000944,0.6416852,3.4218686,0.0280061,0.0001936,0.4320984,3.4221752,-0.0893875,0.0002340
face,0.6088592,0.3147489,-1.2697015,0.9994517,0.6340405,0.2342017,-1.1785200,0.9995020,0.6536431,0.2370833,-1.1783153,0.9995275,0.6733248,0.2411397,-1.1779020,0.9994828,0.5681530,0.2314898,-1.1962894,0.9994535,0.5378089,0.2328331,-1.1955688,0.9994335,0.5084573,0.2366966,-1.1959418,0.9993722,0.7091700,0.2884652,-0.6107758,0.9996245,0.4731463,0.2848400,-0.6660655,0.9993774,0.6452900,0.4073766,-1.0572658,0.9991370,0.5690059,0.4072765,-1.0739628,0.9989545,0.8456066,0.6891805,-0.3616057,0.9881255,0.3296468,0.6955586,-0.4015088,0.9794053,1.1754538,0.8496867,-1.0957119,0.6979424,0.2120099,1.1559037,-0.3479363,0.4912920,0.7994399,0.5461082,-1.7127073,0.7657467,0.2515252,1.6636615,-0.8333416,0.4630979,0.7251202,0.5142071,-1.8864886,0.7127391,0.2383801,1.8317182,-0.9331503,0.4653236,0.6981431,0.4993535,-1.6686666,0.7307575,0.2769207,1.8295026,-1.0270153,0.5388956,0.7099200,0.5275527,-1.6565726,0.7229151,0.2906189,1.7794257,-0.8791300,0.5267400,0.7407364,1.6621833,-0.0828574,0.0041569,0.3912491,1.6426013,0.0873110,0.0025744,0.7140409,2.4882376,0.0244204,0.0028653,0.3949901,2.4640319,0.1668585,0.0017061,0.7032467,3.1816702,0.8187935,0.0001636,0.3979153,3.1723571,0.6929418,0.0000453,0.7096311,3.2816672,0.8545144,0.0001149,0.3882777,3.2733119,0.7260729,0.0001280,0.6609690,3.4152186,0.1148561,0.0002209,0.4584239,3.4216886,-0.1028422,0.0002777
face,0.6277432,0.3169245,-1.1314144,0.9994945,0.6543624,0.2364870,-1.0348508,0.9995183,0.6746775,0.2405565,-1.0346028,0.9995409,0.6963258,0.2455748,-1.0343815,0.9994845,0.5907425,0.2315961,-1.0732543,0.9994843,0.5627719,0.2328919,-1.0726852,0.9994726,0.5343696,0.2363737,-1.0731494,0.9994166,0.7312314,0.2923507,-0.4719912,0.9996263,0.4920061,0.2841764,-0.6281803,0.9994312,0.6618295,0.4109406,-0.9210325,0.9992077,0.5879024,0.4096039,-0.9629471,0.9990497,0.8539544,0.6937242,-0.2179935,0.9890825,0.3404874,0.6935161,-0.3382807,0.9813609,1.1873697,0.8573444,-0.8484139,0.7243562,0.2533704,1.1786417,-0.3599121,0.5194569,0.8046916,0.5349089,-1.3440912,0.7774276,0.2702740,1.6611234,-0.7298671,0.4581200,0.7327579,0.5074649,-1.4814558,0.7009965,0.2505881,1.8167152,-0.8110005,0.4532181,0.7081171,0.4946723,-1.2575592,0.7182567,0.2826453,1.8178012,-0.9084113,0.5268949,0.7175679,0.5223358,-1.2829120,0.7125387,0.2991042,1.7699677,-0.7756348,0.5143362,0.7560593,1.6552708,-0.0690941,0.0056000,0.4138475,1.6363593,0.0732319,0.0035337,0.7263952,2.4773030,0.0033304,0.0034018,0.4104005,2.4497523,0.1750747,0.0022713,0.7107564,3.1705179,0.7357368,0.0002125,0.4093966,3.1586452,0.6374186,0.0000658,0.7156695,3.2700610,0.7683862,0.0001529,0.3967696,3.2593653,0.6647564,0.0002072,0.6731920,3.4040642,0.0692909,0.0002897,0.4723235,3.4106767,-0.1205503,0.0003505
face,0.6324560,0.3174297,-1.3700031,0.9995326,0.6628882,0.2373209,-1.2759576,0.9995279,0.6836456,0.2422820,-1.2757310,0.9995493,0.7068045,0.2479936,-1.2753433,0.9994682,0.5982668,0.2314052,-1.3017136,0.9995095,0.5704094,0.2318111,-1.3010309,0.9995077,0.5426074,0.2342670,-1.3014543,0.9994543,0.7446880,0.2945298,-0.6835386,0.9996119,0.5018889,0.2821257,-0.7751169,0.9994801,0.6665964,0.4125059,-1.1476039,0.9992679,0.5895436,0.4100302,-1.1755008,0.9991348,0.8702765,0.6969310,-0.3481313,0.9894702,0.3460169,0.6907328,-0.5077618,0.9830989,1.1765606,0.8975700,-0.9781588,0.7390800,0.2627573,1.1831088,-0.5045251,0.5425291,0.8096206,0.5484713,-1.5268643,0.7780578,0.2857652,1.6656276,-0.8726864,0.4607159,0.7403045,0.5172580,-1.6702931,0.6807227,0.2648113,1.8253309,-0.9721751,0.4494981,0.7153729,0.5018483,-1.4431425,0.6982068,0.2998938,1.8254944,-1.0656075,0.5242398,0.7214991,0.5329777,-1.4747293,0.6947798,0.3174165,1.7768341,-0.9184610,0.5111161,0.7652184,1.6558955,-0.0705451,0.0059397,0.4141671,1.6358236,0.0747670,0.0039169,0.7330619,2.4769740,0.1017293,0.0036961,0.4139519,2.4494064,0.1822380,0.0026537,0.7177694,3.1641419,0.9875786,0.0002486,0.4127913,3.1517844,0.8507989,0.0000775,0.7227524,3.2638152,1.0325599,0.0001743,0.4020702,3.2520890,0.8970395,0.0002510,0.6754517,3.3996871,0.2982809,0.0003304,0.4753829,3.4062357,0.0699528,0.0004235
face,0.6331445,0.3166357,-1.3295691,0.9995511,0.6656490,0.2367627,-1.2498759,0.9995040,0.6861132,0.2420049,-1.2497714,0.9995137,0.7088403,0.2478774,-1.2496684,0.9994122,0.5991294,0.2293243,-1.2573776,0.9995143,0.5708463,0.2289697,-1.2565782,0.9995225,0.5423091,0.2313648,-1.2570847,0.9994785,0.7485290,0.2946361,-0.7236035,0.9995374,0.5038642,0.2808454,-0.7226492,0.9995111,0.6663650,0.4124650,-1.1325182,0.9993116,0.5868470,0.4098687,-1.1339321,0.9992054,0.8792259,0.6978335,-0.3658556,0.9895806,0.3504493,0.6914932,-0.4996507,0.9847215,1.0775840,1.1217444,-0.3578233,0.6889190,0.2789100,1.2116205,-0.4686139,0.5458382,0.8368354,1.2679768,-0.6324489,0.7047573,0.3020757,1.6708732,-0.9208022,0.4472052,0.8052414,1.3384620,-0.7397076,0.6169420,0.2700119,1.8271328,-1.0546150,0.4382378,0.7757694,1.3093674,-0.7172682,0.6344242,0.3167661,1.8190619,-1.1404555,0.5146433,0.7761716,1.2895335,-0.6455389,0.6316512,0.3391358,1.7629155,-0.9783297,0.5022383,0.7756472,1.6572057,-0.0760641,0.0054056,0.4164336,1.6383876,0.0809513,0.0035990,0.7347962,2.4732034,-0.0008825,0.0033998,0.4102235,2.4495718,0.2028366,0.0024262,0.7145277,3.1653790,0.8643422,0.0002388,0.4049583,3.1512964,0.8311434,0.0000721,0.7208391,3.2649624,0.8939952,0.0001660,0.3944531,3.2528410,0.8719989,0.0002340,0.6671757,3.3940957,0.0496304,0.0003127,0.4632385,3.4001312,0.0308821,0.0003961
face,0.6415619,0.3155993,-1.2118338,0.9995867,0.6779380,0.2358449,-1.1281337,0.9995185,0.6981387,0.2411577,-1.1278203,0.9995284,0.7212073,0.2469231,-1.1274097,0.9994065,0.6093811,0.2270885,-1.1507792,0.9995444,0.5801667,0.2259820,-1.1501925,0.9995584,0.5507227,0.2274649,-1.1509558,0.9995176,0.7592548,0.2933171,-0.5960552,0.9995257,0.5097748,0.2742101,-0.6876529,0.9995545,0.6720055,0.4118626,-1.0135294,0.9993566,0.5909173,0.4090797,-1.0344526,0.9992763,0.8798550,0.6977924,-0.2620460,0.9895952,0.3518786,0.6898381,-0.4419151,0.9861834,1.0742489,1.0209152,-0.5159082,0.6891398,0.2790343,1.1529925,-0.4776922,0.5728317,0.8261929,0.7702315,-0.8219132,0.6819052,0.3168356,1.6612315,-0.8247372,0.4603951,0.7726119,1.2183656,-0.9144067,0.5815071,0.3006365,1.8187433,-0.9161954,0.4438647,0.7490643,1.2033746,-0.7664814,0.5988106,0.3361778,1.8105906,-1.0151837,0.5183721,0.7648393,0.8079880,-0.7851797,0.5993352,0.3522777,1.7602671,-0.8702449,0.5065449,0.7729449,1.6587096,-0.0529965,0.0060277,0.4144494,1.6401432,0.0569923,0.0043064,0.7348859,2.4736211,0.1064507,0.0037846,0.4120483,2.4506824,0.2539727,0.0029362,0.7188445,3.1640728,0.9202408,0.0003045,0.4088317,3.1516893,0.9340298,0.0001090,0.7233342,3.2645080,0.9574476,0.0001994,0.3966921,3.2530851,0.9852834,0.0003279,0.6802599,3.3943508,0.2557771,0.0004081,0.4780838,3.4014738,0.2070372,0.0005193
face,0.6407734,0.3156827,-1.2116519,0.9996055,0.6809220,0.2356486,-1.1310563,0.9994971,0.7020416,0.2410741,-1.1307251,0.9994966,0.7255690,0.2468573,-1.1303861,0.9993556,0.6103854,0.2255211,-1.1468990,0.9995520,0.5806202,0.2236486,-1.1462328,0.9995731,0.5515152,0.2241113,-1.1469045,0.9995403,0.7669455,0.2933463,-0.6318762,0.9994372,0.5129749,0.2660480,-0.6563169,0.9995812,0.6706467,0.4118440,-1.0230553,0.9993874,0.5869581,0.4090339,-1.0327910,0.9993342,0.8821142,0.7022831,-0.3048573,0.9894949,0.3523069,0.6884021,-0.4740569,0.9875196,0.9841017,1.1374135,-0.1633952,0.6391068,0.2714232,1.1957968,-0.4724568,0.5783897,0.7908164,1.1921580,-0.1479817,0.6181806,0.3550880,1.6554447,-0.8473331,0.4452816,0.7616577,1.2636615,-0.2000188,0.5273933,0.3432875,1.8162881,-0.9685391,0.4288685,0.7449390,1.2448211,-0.1631689,0.5441035,0.3901598,1.7990543,-1.0617177,0.5020049,0.7521865,1.2088032,-0.1475129,0.5452821,0.4026012,1.7427138,-0.8969159,0.4922053,0.7774429,1.6596369,-0.0549913,0.0055241,0.4114778,1.6412605,0.0596471,0.0040035,0.7325741,2.4728234,0.0833295,0.0034573,0.4078602,2.4498336,0.3027220,0.0026746,0.7176446,3.1646438,0.9089030,0.0002848,0.3993520,3.1503477,1.0563679,0.0001001,0.7197868,3.2654636,0.9444615,0.0001855,0.3833822,3.2521560,1.1134473,0.0003017,0.6768954,3.3946283,0.1844599,0.0003821,0.4763703,3.3998637,0.2813828,0.0004836
face,0.6395031,0.3159569,-1.3655347,0.9996351,0.6787478,0.2356645,-1.2848380,0.9995179,0.7005757,0.2412189,-1.2846687,0.9995174,0.7229226,0.2471931,-1.2847766,0.9993784,0.6077650,0.2252910,-1.2888955,0.9995763,0.5783887,0.2234508,-1.2881242,0.9996009,0.5507274,0.2239201,-1.2886775,0.9995719,0.7665251,0.2954098,-0.7706457,0.9994453,0.5154766,0.2657136,-0.7593742,0.9996127,0.6699434,0.4120744,-1.1774049,0.9994383,0.5845422,0.4091669,-1.1739854,0.9993945,0.8868405,0.7213615,-0.4247800,0.9900130,0.3540973,0.6887888,-0.5690643,0.9887341,0.9487135,1.2466398,-0.2022755,0.5923911,0.2711144,1.2184650,-0.4861763,0.5783335,0.8067898,1.6599801,-0.3295594,0.5575618,0.3281942,1.6569353,-0.8921580,0.4244228,0.8152584,1.8175318,-0.4188882,0.4764090,0.3081928,1.8118997,-1.0737121,0.4127816,0.7703235,1.8132998,-0.4721759,0.4924988,0.3584237,1.8028728,-1.1963563,0.4868974,0.7669596,1.7478763,-0.3702188,0.4937931,0.3769231,1.7443097,-0.9665285,0.4771377,0.7800285,1.6597887,-0.0587358,0.0050455,0.4140009,1.6379111,0.0637517,0.0036960,0.7302686,2.4731028,-0.0118089,0.0031425,0.4053188,2.4486034,0.1838797,0.0024223,0.6974889,3.1670623,0.8925014,0.0002718,0.3825064,3.1500649,0.7856630,0.0000918,0.7012687,3.2740319,0.9302148,0.0001759,0.3649004,3.2525229,0.8196517,0.0002766,0.6314611,3.3945436,0.0614805,0.0003569,0.4381328,3.3976474,-0.0563633,0.0004457
face,0.0076500,-0.5862951,-0.2587158,0.9992923,0.0183468,-0.6234201,-0.2453314,0.9987664,0.0188990,-0.6247271,-0.2449549,0.9988293,0.0188521,-0.6253253,-0.2453133,0.9987587,-0.0135477,-0.6188353,-0.2421871,0.9987268,-0.0129015,-0.6196201,-0.2441783,0.9988316,-0.0136770,-0.6206153,-0.2431925,0.9988464,0.0724512,-0.6089504,-0.1434584,0.9988099,-0.0684377,-0.6001003,-0.1419877,0.9989823,0.0313460,-0.5640081,-0.2237244,0.9991261,-0.0104408,-0.5572616,-0.2209448,0.9991792,0.1619337,-0.4338244,-0.0656922,0.9847761,-0.1509358,-0.4404300,-0.0991028,0.9876408,0.2203826,-0.2418306,-0.0938350,0.0433059,-0.2022819,-0.2343157,-0.1359870,0.1351571,0.2151784,-0.1111517,-0.2085817,0.0120911,-0.1992591,-0.1359096,-0.2763514,0.0413348,0.2185718,-0.0448648,-0.2314786,0.0203900,-0.1888187,-0.0847932,-0.3092130,0.0624042,0.1883897,-0.0688082,-0.2602060,0.0340581,-0.1535192,-0.1021764,-0.3308379,0.1014973,0.1955832,-0.1066309,-0.2171050,0.0351536,-0.1784848,-0.1264966,-0.2909771,0.1010604,0.1448168,0.0067060,0.0152038,0.0003028,-0.1437877,-0.0322944,-0.0090215,0.0002771,0.1396736,-0.0126059,-0.1340804,0.0005982,-0.0385979,-0.2823650,-0.2385926,0.0002982,0.2022349,0.2725544,-0.0227614,0.0000348,-0.0223342,0.0290311,-0.2224735,0.0000084,0.1897405,0.3413081,0.0227116,0.0000258,-0.0480891,0.0963727,-0.1463298,0.0000166,0.3304733,-0.0189868,-0.3293713,0.0000356,-0.0084219,-0.1958481,-0.5133371,0.0000384
face,-0.0028983,-0.6116127,-0.2389435,0.9986387,0.0104495,-0.6479326,-0.2203938,0.9983838,0.0110287,-0.6479861,-0.2200695,0.9984748,0.0105572,-0.6483639,-0.2209063,0.9984257,-0.0218596,-0.6452192,-0.2161396,0.9982973,-0.0213464,-0.6458924,-0.2178558,0.9983594,-0.0220620,-0.6468393,-0.2178450,0.9983191,0.0679636,-0.6233571,-0.1185272,0.9985688,-0.0767279,-0.6208283,-0.1134369,0.9985719,0.0207743,-0.5825593,-0.2073088,0.9967546,-0.0214190,-0.5798987,-0.2036911,0.9966968,0.1566529,-0.4357361,-0.0740011,0.9351680,-0.1578500,-0.4416314,-0.0796037,0.9348796,0.1667278,-0.3452968,-0.1933235,0.0527480,-0.1735789,-0.3480917,-0.1454666,0.1258531,0.0808664,-0.4338013,-0.2761841,0.0187276,-0.1245926,-0.4362332,-0.2755721,0.0399634,0.0590488,-0.4368232,-0.2880149,0.0300539,-0.0959153,-0.4410779,-0.3024707,0.0610635,0.0569234,-0.4587161,-0.2858310,0.0454126,-0.0929163,-0.4620413,-0.2921683,0.0977888,0.0711567,-0.4348871,-0.2702836,0.0443562,-0.1125877,-0.4369785,-0.2802561,0.0968691,0.1421101,0.0033843,0.0146513,0.0005200,-0.1413667,-0.0298821,-0.0088234,0.0004664,0.1546452,-0.1307172,-0.1626795,0.0015150,-0.0597211,-0.2983868,-0.2213218,0.0010610,0.2245723,0.0546552,-0.0020213,0.0000960,-0.0108062,-0.0746063,-0.1334377,0.0000471,0.2101449,0.1226005,0.0509792,0.0000642,-0.0196809,-0.0083054,-0.0582786,0.0000519,0.3433861,-0.3087544,-0.2745962,0.0001927,0.0089681,-0.3002054,-0.3635959,0.0001921
face,-0.0128770,-0.6207534,-0.2363928,0.9982396,0.0014534,-0.6570471,-0.2171999,0.9981513,0.0020059,-0.6568626,-0.2168782,0.9982752,0.0013652,-0.6571373,-0.2177525,0.9982291,-0.0308515,-0.6544206,-0.2126001,0.9980045,-0.0304454,-0.6551042,-0.2142690,0.9980404,-0.0311217,-0.6560358,-0.2143641,0.9979271,0.0614450,-0.6294122,-0.1158073,0.9984264,-0.0837801,-0.6280552,-0.1088562,0.9982192,0.0111301,-0.5896412,-0.2054641,0.9953387,-0.0309242,-0.5877200,-0.2012933,0.9948354,0.1514641,-0.4389060,-0.0817287,0.8865662,-0.1628058,-0.4428634,-0.0718511,0.8795058,0.1628850,-0.3597767,-0.2034185,0.0595969,-0.1693968,-0.3632616,-0.1451695,0.1166271,0.0767008,-0.4333777,-0.2950787,0.0240150,-0.1301553,-0.4505913,-0.2742018,0.0388329,0.0526481,-0.4304726,-0.3075020,0.0386709,-0.1053048,-0.4535580,-0.2991501,0.0609338,0.0498497,-0.4547097,-0.3037393,0.0560287,-0.1026329,-0.4761746,-0.2861752,0.0961939,0.0663346,-0.4347073,-0.2890455,0.0532219,-0.1193684,-0.4519580,-0.2756215,0.0946099,0.1395872,0.0006679,0.0142655,0.0005949,-0.1390035,-0.0279154,-0.0086804,0.0005129,0.1572113,-0.2129711,-0.1680685,0.0022862,-0.0733072,-0.3465861,-0.1922840,0.0016835,0.2324892,-0.0493131,0.0244043,0.0001568,0.0048111,-0.1612201,-0.0787851,0.0000766,0.2184486,0.0166417,0.0813410,0.0001047,0.0036525,-0.0976009,-0.0020078,0.0000772,0.3517928,-0.4308060,-0.2360713,0.0003482,0.0331172,-0.3867719,-0.3000383,0.0003057
face,-0.0119354,-0.6229499,-0.2349088,0.9977689,0.0020102,-0.6594906,-0.2149712,0.9978704,0.0025507,-0.6593311,-0.2146350,0.9980615,0.0019275,-0.6595645,-0.2155594,0.9980189,-0.0302081,-0.6567041,-0.2108083,0.9976169,-0.0297977,-0.6574076,-0.2124473,0.9976161,-0.0304736,-0.6583810,-0.2125170,0.9973822,0.0611755,-0.6306561,-0.1128789,0.9982674,-0.0838414,-0.6290316,-0.1082588,0.9978029,0.0117206,-0.5911203,-0.2040284,0.9935740,-0.0303048,-0.5891466,-0.2003017,0.9924418,0.1505068,-0.4393809,-0.0850427,0.8392532,-0.1628100,-0.4437644,-0.0705168,0.8189886,0.1604198,-0.3611077,-0.2087747,0.0666252,-0.1661250,-0.3819630,-0.1455836,0.1084046,0.0768928,-0.4394968,-0.3026071,0.0309074,-0.1227981,-0.4757500,-0.2731277,0.0379218,0.0537804,-0.4380202,-0.3144764,0.0492459,-0.0962550,-0.4793250,-0.2950944,0.0610358,0.0511034,-0.4628399,-0.3110613,0.0690922,-0.0961558,-0.4996635,-0.2802130,0.0949280,0.0667290,-0.4413089,-0.2965847,0.0641277,-0.1125705,-0.4761709,-0.2724277,0.0926930,0.1378112,-0.0010177,0.0140606,0.0006493,-0.1373032,-0.0266977,-0.0086206,0.0005462,0.1569118,-0.2755515,-0.1845917,0.0029047,-0.0919831,-0.4024394,-0.1975304,0.0023498,0.2322208,-0.1243737,0.0187413,0.0002105,0.0098242,-0.2289951,-0.0837329,0.0001014,0.2185451,-0.0601223,0.0744736,0.0001459,0.0110206,-0.1677295,-0.0063599,0.0000959,0.3513599,-0.5131931,-0.2447036,0.0005082,0.0435659,-0.4557827,-0.3008685,0.0003976
face,-0.0163460,-0.6255088,-0.2276819,0.9970800,-0.0027510,-0.6620554,-0.2089882,0.9974891,-0.0021811,-0.6617870,-0.2086851,0.9976916,-0.0028383,-0.6621162,-0.2096348,0.9976774,-0.0348856,-0.6593230,-0.2041635,0.9971588,-0.0344607,-0.6599780,-0.2058330,0.9971132,-0.0351765,-0.6608787,-0.2060385,0.9968605,0.0578913,-0.6346359,-0.1086052,0.9980908,-0.0871957,-0.6326172,-0.1004103,0.9973403,0.0081116,-0.5946287,-0.1973202,0.9924398,-0.0336247,-0.5925837,-0.1926133,0.9910401,0.1505472,-0.4411803,-0.0844169,0.8230268,-0.1649290,-0.4477193,-0.0618170,0.7976051,0.1653975,-0.3513551,-0.1980422,0.0806533,-0.1636657,-0.3639501,-0.1427607,0.1019453,0.0720100,-0.4177378,-0.2888179,0.0379312,-0.1256126,-0.4299316,-0.2714477,0.0365934,0.0468200,-0.4158155,-0.3019328,0.0579964,-0.0994412,-0.4285055,-0.2936549,0.0594718,0.0421162,-0.4396844,-0.3081820,0.0793238,-0.0976911,-0.4489109,-0.2795310,0.0915186,0.0604388,-0.4188551,-0.2845604,0.0723635,-0.1145441,-0.4294856,-0.2697573,0.0890886,0.1376319,-0.0021043,0.0140124,0.0008779,-0.1371653,-0.0253256,-0.0086154,0.0007133,0.1662231,-0.2245529,-0.1792902,0.0034571,-0.0861806,-0.2832659,-0.1994057,0.0027216,0.2361121,-0.0592036,0.0149663,0.0002368,0.0079370,-0.0620959,-0.1127728,0.0001244,0.2220168,-0.0155406,0.0688909,0.0001645,0.0053881,0.0086434,-0.0350475,0.0001238,0.3582045,-0.3764879,-0.2561904,0.0005659,0.0371969,-0.2636945,-0.3523473,0.0004956
face,-0.0152758,-0.6289335,-0.2236067,0.9965581,-0.0018546,-0.6654006,-0.2047784,0.9971856,-0.0012895,-0.6651142,-0.2044624,0.9973925,-0.0018918,-0.6654807,-0.2053839,0.9973828,-0.0339838,-0.6626061,-0.2006010,0.9968094,-0.0335416,-0.6632603,-0.2022616,0.9967364,-0.0342605,-0.6641392,-0.2024800,0.9964430,0.0581065,-0.6385352,-0.1035660,0.9978902,-0.0866346,-0.6361567,-0.0984710,0.9969803,0.0091289,-0.5984465,-0.1928389,0.9911432,-0.0326517,-0.5963091,-0.1889816,0.9895415,0.1507358,-0.4447000,-0.0831693,0.7971366,-0.1653604,-0.4524643,-0.0609884,0.7662097,0.1654614,-0.3637058,-0.1966050,0.0885293,-0.1650973,-0.3819940,-0.1445238,0.0974264,0.0718792,-0.4409826,-0.2831453,0.0435696,-0.1314133,-0.4544169,-0.2715622,0.0358727,0.0465310,-0.4404721,-0.2963690,0.0654723,-0.1047244,-0.4537230,-0.2940354,0.0587449,0.0418965,-0.4620075,-0.3071587,0.0881731,-0.1002270,-0.4727536,-0.2807736,0.0893853,0.0604209,-0.4411584,-0.2786340,0.0795999,-0.1190673,-0.4532157,-0.2702366,0.0865686,0.1374787,-0.0030436,0.0139948,0.0009851,-0.1370207,-0.0245789,-0.0086143,0.0007848,0.1657916,-0.1737369,-0.1757502,0.0040547,-0.0824393,-0.2794614,-0.1870852,0.0030072,0.2363279,0.0325762,0.0208819,0.0002691,0.0074234,-0.0574162,-0.1063503,0.0001425,0.2220966,0.0939183,0.0762814,0.0001810,0.0009715,0.0146417,-0.0306668,0.0001415,0.3605886,-0.3115121,-0.2486860,0.0006373,0.0341419,-0.2635679,-0.3450241,0.0005804
face,-0.0178006,-0.6315373,-0.2194845,0.9960298,-0.0057009,-0.6679841,-0.2004860,0.9968442,-0.0051278,-0.6676909,-0.2002135,0.9970345,-0.0057720,-0.6680557,-0.2011317,0.9970582,-0.0375509,-0.6647489,-0.1966663,0.9964288,-0.0370895,-0.6654230,-0.1983258,0.9963232,-0.0378164,-0.6663047,-0.1985284,0.9960223,0.0522862,-0.6415517,-0.0986043,0.9976413,-0.0911678,-0.6374749,-0.0945584,0.9965840,0.0063560,-0.6012326,-0.1884525,0.9897791,-0.0350037,-0.5985812,-0.1849767,0.9880126,0.1479463,-0.4495182,-0.0771849,0.7742201,-0.1678050,-0.4533346,-0.0596787,0.7382390,0.1643319,-0.3655942,-0.1910807,0.0955028,-0.1665386,-0.3686562,-0.1447198,0.0931573,0.0720772,-0.4399010,-0.2803135,0.0489750,-0.1291999,-0.4391230,-0.2723502,0.0359338,0.0471048,-0.4378936,-0.2938808,0.0729993,-0.1019266,-0.4391211,-0.2957823,0.0595090,0.0418879,-0.4605151,-0.3041723,0.0972048,-0.0985944,-0.4614524,-0.2836360,0.0894882,0.0606454,-0.4402103,-0.2755968,0.0874633,-0.1172886,-0.4396102,-0.2706464,0.0861036,0.1373280,-0.0034380,0.0139863,0.0010974,-0.1368840,-0.0242779,-0.0086160,0.0008610,0.1671024,-0.1527825,-0.1749176,0.0044754,-0.0795692,-0.2692599,-0.1831893,0.0031703,0.2415162,0.0596168,0.0280161,0.0002886,0.0069864,-0.0324847,-0.1038668,0.0001571,0.2272059,0.1212804,0.0839747,0.0001917,0.0004862,0.0409430,-0.0280927,0.0001569,0.3688735,-0.2816697,-0.2420132,0.0006794,0.0312236,-0.2457209,-0.3456825,0.0006505
face,-0.0189143,-0.6342881,-0.2194851,0.9954222,-0.0077739,-0.6708680,-0.2003150,0.9964172,-0.0071885,-0.6705915,-0.2000469,0.9966002,-0.0078289,-0.6709388,-0.2009487,0.9966471,-0.0394770,-0.6670663,-0.1968984,0.9959609,-0.0390026,-0.6677512,-0.1985395,0.9958494,-0.0397298,-0.6686198,-0.1987318,0.9955245,0.0481364,-0.6449262,-0.0976857,0.9973006,-0.0942131,-0.6387697,-0.0950969,0.9960361,0.0049715,-0.6042009,-0.1882167,0.9884037,-0.0361685,-0.6008385,-0.1850558,0.9864106,0.1460694,-0.4550907,-0.0730280,0.7483559,-0.1708658,-0.4533338,-0.0611840,0.7086255,0.1641819,-0.3673094,-0.1869066,0.0972550,-0.1673738,-0.3588967,-0.1510696,0.0886308,0.0783584,-0.4282735,-0.2832062,0.0505970,-0.1283264,-0.4212252,-0.2890457,0.0353880,0.0548619,-0.4223426,-0.2984918,0.0763595,-0.1012783,-0.4192694,-0.3173370,0.0596727,0.0490586,-0.4457662,-0.3029467,0.1013504,-0.0987091,-0.4441497,-0.3039117,0.0890408,0.0668328,-0.4282729,-0.2784737,0.0910256,-0.1166829,-0.4222465,-0.2880293,0.0851019,0.1371526,-0.0041939,0.0146089,0.0011161,-0.1367233,-0.0236977,-0.0093257,0.0008586,0.1662322,-0.1447849,-0.1642775,0.0049393,-0.0708063,-0.2726541,-0.1691301,0.0032974,0.2411880,0.0635951,0.0469419,0.0003118,0.0059489,-0.0327100,-0.0824023,0.0001674,0.2270464,0.1299360,0.1038879,0.0002020,-0.0012085,0.0391791,-0.0062759,0.0001661,0.3688672,-0.3027441,-0.2213051,0.0007270,0.0307579,-0.2474084,-0.3237831,0.0006999
